"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0061136",32,"GO:0010498",2.21871641518886,196,"regulation of proteasomal protein catabolic process","proteasomal protein catabolic process",0.843534825870647,0.266909090909091,0.878,"GO terms - g:Profiler only (no BG)"
"GO:0006301",3,"GO:0006974",2.21848612303301,29,"postreplication repair","DNA damage response",0.840893034825871,0.467904761904762,0.679,"GO terms - g:Profiler only (no BG)"
"GO:0050793",50,"GO:0048863",2.20573261567925,2755,"regulation of developmental process","stem cell differentiation",0.919692786069652,0.52275,0.315,"GO terms - g:Profiler only (no BG)"
"GO:1904951",2,"GO:0051179",2.20003109045913,372,"positive regulation of establishment of protein localization","localization",0.868126865671642,0.359081081081081,0.498,"GO terms - g:Profiler only (no BG)"
"GO:1990253",3,"GO:0006974",2.19959680792308,12,"cellular response to leucine starvation","DNA damage response",0.944069651741294,0.594619047619048,0.52,"GO terms - g:Profiler only (no BG)"
"GO:0030948",39,"GO:0023051",2.19959680792308,12,"negative regulation of vascular endothelial growth factor receptor signaling pathway","regulation of signaling",0.894480099502488,0.5815,0.451,"GO terms - g:Profiler only (no BG)"
"GO:0033979",57,"GO:0033979",2.19959680792308,3,"box H/ACA sno(s)RNA metabolic process","box H/ACA sno(s)RNA metabolic process",0.913206467661692,0.5445,0,"GO terms - g:Profiler only (no BG)"
"GO:0061819",4,"GO:0006259",2.19959680792308,4,"telomeric DNA-containing double minutes formation","DNA metabolic process",0.831810945273632,0.498809523809524,0.551,"GO terms - g:Profiler only (no BG)"
"GO:0031120",56,"GO:0040031",2.19959680792308,3,"snRNA pseudouridine synthesis","snRNA modification",0.880533582089552,0.424666666666667,0.93,"GO terms - g:Profiler only (no BG)"
"GO:0051607",47,"GO:0009615",2.19959680792308,329,"defense response to virus","response to virus",0.95038184079602,0.422,0.969,"GO terms - g:Profiler only (no BG)"
"GO:0051443",53,"GO:1905216",2.19959680792308,24,"positive regulation of ubiquitin-protein transferase activity","positive regulation of RNA binding",0.852747512437811,0.414666666666667,0.466,"GO terms - g:Profiler only (no BG)"
"GO:0001837",22,"GO:0007492",2.19959680792308,172,"epithelial to mesenchymal transition","endoderm development",0.954432835820896,0.38575,0.493,"GO terms - g:Profiler only (no BG)"
"GO:0030010",38,"GO:0030010",2.19959680792308,181,"establishment of cell polarity","establishment of cell polarity",0.98047263681592,0.37425,0,"GO terms - g:Profiler only (no BG)"
"GO:0051984",6,"GO:0007049",2.19959680792308,31,"positive regulation of chromosome segregation","cell cycle",0.855031094527363,0.302083333333333,0.612,"GO terms - g:Profiler only (no BG)"
"GO:1905764",16,"GO:0051276",2.19959680792308,4,"regulation of protection from non-homologous end joining at telomere","chromosome organization",0.768957711442786,0.2933125,0.625,"GO terms - g:Profiler only (no BG)"
"GO:1905765",16,"GO:0051276",2.19959680792308,4,"negative regulation of protection from non-homologous end joining at telomere","chromosome organization",0.754679104477612,0.2866875,0.625,"GO terms - g:Profiler only (no BG)"
"GO:0032907",65,"GO:0032916",2.19959680792308,3,"transforming growth factor beta3 production","positive regulation of transforming growth factor beta3 production",0.906399253731343,0.2818,0.977,"GO terms - g:Profiler only (no BG)"
"GO:0032910",65,"GO:0032916",2.19959680792308,3,"regulation of transforming growth factor beta3 production","positive regulation of transforming growth factor beta3 production",0.877095771144279,0.2796,0.977,"GO terms - g:Profiler only (no BG)"
"GO:0010612",51,"GO:0010616",2.19959680792308,12,"regulation of cardiac muscle adaptation","negative regulation of cardiac muscle adaptation",0.918046019900498,0.235166666666667,0.974,"GO terms - g:Profiler only (no BG)"
"GO:0051294",5,"GO:0050000",2.19956059230504,46,"establishment of spindle orientation","chromosome localization",0.815297263681592,0.317521739130435,0.68,"GO terms - g:Profiler only (no BG)"
"GO:0071560",40,"GO:0030518",2.19798431820926,281,"cellular response to transforming growth factor beta stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.952833333333333,0.266222222222222,0.654,"GO terms - g:Profiler only (no BG)"
"GO:0006289",3,"GO:0006974",2.19383215892577,75,"nucleotide-excision repair","DNA damage response",0.831751243781095,0.439285714285714,0.726,"GO terms - g:Profiler only (no BG)"
"GO:0009719",40,"GO:0030518",2.17902704729019,1671,"response to endogenous stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.946692786069652,0.255555555555556,0.733,"GO terms - g:Profiler only (no BG)"
"GO:1905818",6,"GO:0007049",2.17596285074189,78,"regulation of chromosome separation","cell cycle",0.858542288557214,0.245791666666667,0.674,"GO terms - g:Profiler only (no BG)"
"GO:0007623",44,"GO:0007623",2.17030913651973,257,"circadian rhythm","circadian rhythm",0.996531094527363,0.30275,0,"GO terms - g:Profiler only (no BG)"
"GO:0001666",18,"GO:0009411",2.15996398380751,343,"response to hypoxia","response to UV",0.944562189054726,0.315,0.698,"GO terms - g:Profiler only (no BG)"
"GO:0001558",17,"GO:0001558",2.15232510975626,456,"regulation of cell growth","regulation of cell growth",0.876325870646766,0.29175,0,"GO terms - g:Profiler only (no BG)"
"GO:0032205",52,"GO:0051128",2.14887921351247,36,"negative regulation of telomere maintenance","regulation of cellular component organization",0.744592039800995,0.3444,0.582,"GO terms - g:Profiler only (no BG)"
"GO:0032870",40,"GO:0030518",2.13199857747383,687,"cellular response to hormone stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.918973880597015,0.229166666666667,0.848,"GO terms - g:Profiler only (no BG)"
"GO:0042789",15,"GO:0006139",2.12482956291709,49,"mRNA transcription by RNA polymerase II","nucleobase-containing compound metabolic process",0.869017412935323,0.493935483870968,0.416,"GO terms - g:Profiler only (no BG)"
"GO:0031297",4,"GO:0006259",2.12482956291709,51,"replication fork processing","DNA metabolic process",0.874058457711443,0.367642857142857,0.686,"GO terms - g:Profiler only (no BG)"
"GO:0071559",40,"GO:0030518",2.12202470890793,288,"response to transforming growth factor beta","nuclear receptor-mediated steroid hormone signaling pathway",0.953144278606965,0.283277777777778,0.619,"GO terms - g:Profiler only (no BG)"
"GO:0014706",22,"GO:0007492",2.11758913964708,502,"striated muscle tissue development","endoderm development",0.973110696517413,0.461375,0.534,"GO terms - g:Profiler only (no BG)"
"GO:0071233",48,"GO:1901698",2.10703865783315,13,"cellular response to L-leucine","response to nitrogen compound",0.943134328358209,0.497,0.65,"GO terms - g:Profiler only (no BG)"
"GO:0014745",51,"GO:0010616",2.10703865783315,13,"negative regulation of muscle adaptation","negative regulation of cardiac muscle adaptation",0.900452736318408,0.252583333333333,0.981,"GO terms - g:Profiler only (no BG)"
"GO:0045727",31,"GO:0019538",2.10582969596512,142,"positive regulation of translation","protein metabolic process",0.820757462686567,0.358833333333333,0.519,"GO terms - g:Profiler only (no BG)"
"GO:0000154",8,"GO:0043412",2.09916428589153,31,"rRNA modification","macromolecule modification",0.808661691542289,0.517540540540541,0.55,"GO terms - g:Profiler only (no BG)"
"GO:0048468",41,"GO:0007275",2.09916428589153,3397,"cell development","multicellular organism development",0.945491293532338,0.371266666666667,0.6,"GO terms - g:Profiler only (no BG)"
"GO:0071459",29,"GO:0033036",2.09426238975626,25,"protein localization to chromosome, centromeric region","macromolecule localization",0.939057213930348,0.430333333333333,0.548,"GO terms - g:Profiler only (no BG)"
"GO:0072331",49,"GO:0035556",2.09072581071861,169,"signal transduction by p53 class mediator","intracellular signal transduction",0.904539800995025,0.486692307692308,0.638,"GO terms - g:Profiler only (no BG)"
"GO:0051050",2,"GO:0051179",2.07278970099955,1079,"positive regulation of transport","localization",0.884762437810945,0.410324324324324,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0030522",49,"GO:0035556",2.06004406975438,388,"intracellular receptor signaling pathway","intracellular signal transduction",0.897194029850746,0.528153846153846,0.702,"GO terms - g:Profiler only (no BG)"
"GO:0032968",27,"GO:0006367",2.06004406975438,53,"positive regulation of transcription elongation by RNA polymerase II","transcription initiation at RNA polymerase II promoter",0.833039800995025,0.46715,0.462,"GO terms - g:Profiler only (no BG)"
"GO:0009968",49,"GO:0035556",2.05922956843914,1414,"negative regulation of signal transduction","intracellular signal transduction",0.853190298507463,0.400076923076923,0.552,"GO terms - g:Profiler only (no BG)"
"GO:0060795",20,"GO:0009790",2.05659476904665,31,"cell fate commitment involved in formation of primary germ layer","embryo development",0.9525907960199,0.347375,0.66,"GO terms - g:Profiler only (no BG)"
"GO:0007098",10,"GO:1902850",2.05659476904665,139,"centrosome cycle","microtubule cytoskeleton organization involved in mitosis",0.848549751243781,0.31468,0.722,"GO terms - g:Profiler only (no BG)"
"GO:0043247",16,"GO:0051276",2.05659476904665,33,"telomere maintenance in response to DNA damage","chromosome organization",0.779639303482587,0.272625,0.723,"GO terms - g:Profiler only (no BG)"
"GO:0090169",10,"GO:1902850",2.05659476904665,33,"regulation of spindle assembly","microtubule cytoskeleton organization involved in mitosis",0.815021144278607,0.27124,0.63,"GO terms - g:Profiler only (no BG)"
"GO:0060322",42,"GO:0021543",2.05659476904665,849,"head development","pallium development",0.97053855721393,0.252,0.835,"GO terms - g:Profiler only (no BG)"
"GO:0071478",18,"GO:0009411",2.05503603923981,189,"cellular response to radiation","response to UV",0.936585820895522,0.237928571428571,0.838,"GO terms - g:Profiler only (no BG)"
"GO:0045839",12,"GO:0071840",2.05191263239897,65,"negative regulation of mitotic nuclear division","cellular component organization or biogenesis",0.794805970149254,0.368416666666667,0.403,"GO terms - g:Profiler only (no BG)"
"GO:1901699",48,"GO:1901698",2.05162761125201,726,"cellular response to nitrogen compound","response to nitrogen compound",0.926451492537313,0.436909090909091,0.928,"GO terms - g:Profiler only (no BG)"
"GO:0007369",20,"GO:0009790",2.0505149814792,209,"gastrulation","embryo development",0.964835820895522,0.3035,0.783,"GO terms - g:Profiler only (no BG)"
"GO:0010639",52,"GO:0051128",2.04635972392181,393,"negative regulation of organelle organization","regulation of cellular component organization",0.835844527363184,0.2788,0.726,"GO terms - g:Profiler only (no BG)"
"GO:0051988",5,"GO:0050000",2.04420012971208,22,"regulation of attachment of spindle microtubules to kinetochore","chromosome localization",0.832977611940299,0.304913043478261,0.873,"GO terms - g:Profiler only (no BG)"
"GO:1902806",6,"GO:0007049",2.04035051573887,198,"regulation of cell cycle G1/S phase transition","cell cycle",0.857926616915423,0.260291666666667,0.718,"GO terms - g:Profiler only (no BG)"
"GO:0009896",9,"GO:0009057",2.03700633350573,567,"positive regulation of catabolic process","macromolecule catabolic process",0.849218905472637,0.343739130434783,0.696,"GO terms - g:Profiler only (no BG)"
"GO:0044771",37,"GO:1903046",2.03509558455249,16,"meiotic cell cycle phase transition","meiotic cell cycle process",0.907246268656716,0.3092,0.781,"GO terms - g:Profiler only (no BG)"
"GO:0002371",24,"GO:0002372",2.03509558455249,18,"dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.873651741293532,0.2796,0.937,"GO terms - g:Profiler only (no BG)"
"GO:0002730",24,"GO:0002372",2.03509558455249,17,"regulation of dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.846487562189055,0.254333333333333,0.934,"GO terms - g:Profiler only (no BG)"
"GO:0071482",18,"GO:0009411",2.03017412358859,117,"cellular response to light stimulus","response to UV",0.938812189054726,0.250714285714286,0.866,"GO terms - g:Profiler only (no BG)"
"GO:0044241",61,"GO:0044241",2.02076231787949,20,"lipid digestion","lipid digestion",0.984585820895522,0.408666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0030299",61,"GO:0044241",2.02076231787949,17,"intestinal cholesterol absorption","lipid digestion",0.981017412935323,0.343333333333333,0.992,"GO terms - g:Profiler only (no BG)"
"GO:0032241",30,"GO:0006405",2.02076231787949,6,"positive regulation of nucleobase-containing compound transport","RNA export from nucleus",0.915394278606965,0.2858,0.702,"GO terms - g:Profiler only (no BG)"
"GO:0046833",30,"GO:0006405",2.02076231787949,5,"positive regulation of RNA export from nucleus","RNA export from nucleus",0.88827736318408,0.2448,0.815,"GO terms - g:Profiler only (no BG)"
"GO:0042306",2,"GO:0051179",2.0186830212841,81,"regulation of protein import into nucleus","localization",0.882485074626866,0.300081081081081,0.414,"GO terms - g:Profiler only (no BG)"
"GO:0043162",32,"GO:0010498",2.01621976775679,31,"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","proteasomal protein catabolic process",0.90684328358209,0.439090909090909,0.683,"GO terms - g:Profiler only (no BG)"
"GO:0007097",5,"GO:0050000",2.01621976775679,34,"nuclear migration","chromosome localization",0.933080845771144,0.374304347826087,0.659,"GO terms - g:Profiler only (no BG)"
"GO:0043502",51,"GO:0010616",2.0096575212484,115,"regulation of muscle adaptation","negative regulation of cardiac muscle adaptation",0.905564676616915,0.194916666666667,0.839,"GO terms - g:Profiler only (no BG)"
"GO:0009299",15,"GO:0006139",2.00511220261734,54,"mRNA transcription","nucleobase-containing compound metabolic process",0.869272388059702,0.496838709677419,0.42,"GO terms - g:Profiler only (no BG)"
"GO:0140013",37,"GO:1903046",2.0009684682021,220,"meiotic nuclear division","meiotic cell cycle process",0.841950248756219,0.2466,0.982,"GO terms - g:Profiler only (no BG)"
"GO:0022008",41,"GO:0007275",2.00007401952184,2076,"neurogenesis","multicellular organism development",0.934560945273632,0.310066666666667,0.681,"GO terms - g:Profiler only (no BG)"
"GO:0006446",21,"GO:0001732",1.99829786258641,74,"regulation of translational initiation","formation of cytoplasmic translation initiation complex",0.841517412935323,0.326,0.778,"GO terms - g:Profiler only (no BG)"
"GO:0072594",29,"GO:0033036",1.97883332607097,459,"establishment of protein localization to organelle","macromolecule localization",0.923980099502488,0.349416666666667,0.725,"GO terms - g:Profiler only (no BG)"
"GO:0051304",6,"GO:0007049",1.97632397211705,88,"chromosome separation","cell cycle",0.897299751243781,0.328694444444444,0.683,"GO terms - g:Profiler only (no BG)"
"GO:0045005",4,"GO:0006259",1.97318740157589,56,"DNA-templated DNA replication maintenance of fidelity","DNA metabolic process",0.873361940298507,0.364666666666667,0.691,"GO terms - g:Profiler only (no BG)"
"GO:0010332",18,"GO:0009411",1.97318740157589,57,"response to gamma radiation","response to UV",0.960496268656716,0.293428571428571,0.754,"GO terms - g:Profiler only (no BG)"
"GO:0014887",51,"GO:0010616",1.97082279883664,34,"cardiac muscle adaptation","negative regulation of cardiac muscle adaptation",0.950944029850746,0.246583333333333,0.925,"GO terms - g:Profiler only (no BG)"
"GO:0042177",9,"GO:0009057",1.97020688036191,121,"negative regulation of protein catabolic process","macromolecule catabolic process",0.831088308457711,0.32004347826087,0.721,"GO terms - g:Profiler only (no BG)"
"GO:0006408",29,"GO:0033036",1.96134462781061,4,"snRNA export from nucleus","macromolecule localization",0.935099502487562,0.567208333333333,0.47,"GO terms - g:Profiler only (no BG)"
"GO:0071932",4,"GO:0006259",1.96134462781061,4,"replication fork reversal","DNA metabolic process",0.894037313432836,0.460690476190476,0.557,"GO terms - g:Profiler only (no BG)"
"GO:0090669",9,"GO:0009057",1.96134462781061,4,"telomerase RNA stabilization","macromolecule catabolic process",0.842390547263682,0.401217391304348,0.546,"GO terms - g:Profiler only (no BG)"
"GO:0044779",6,"GO:0007049",1.96134462781061,4,"meiotic spindle checkpoint signaling","cell cycle",0.789955223880597,0.295263888888889,0.518,"GO terms - g:Profiler only (no BG)"
"GO:1904506",16,"GO:0051276",1.96134462781061,5,"negative regulation of telomere maintenance in response to DNA damage","chromosome organization",0.752962686567164,0.2951875,0.631,"GO terms - g:Profiler only (no BG)"
"GO:0046831",30,"GO:0006405",1.95961179814376,16,"regulation of RNA export from nucleus","RNA export from nucleus",0.893345771144279,0.2109,0.873,"GO terms - g:Profiler only (no BG)"
"GO:0006606",2,"GO:0051179",1.95870425081194,185,"protein import into nucleus","localization",0.915514925373134,0.355027027027027,0.46,"GO terms - g:Profiler only (no BG)"
"GO:0051129",52,"GO:0051128",1.95536742954226,796,"negative regulation of cellular component organization","regulation of cellular component organization",0.84448631840796,0.3307,0.788,"GO terms - g:Profiler only (no BG)"
"GO:0010965",6,"GO:0007049",1.95292165723511,64,"regulation of mitotic sister chromatid separation","cell cycle",0.806351990049751,0.239611111111111,0.665,"GO terms - g:Profiler only (no BG)"
"GO:0008214",8,"GO:0043412",1.94891269849225,4,"protein dealkylation","macromolecule modification",0.921966417910448,0.62672972972973,0.46,"GO terms - g:Profiler only (no BG)"
"GO:0006482",8,"GO:0043412",1.94891269849225,4,"protein demethylation","macromolecule modification",0.921966417910448,0.62672972972973,0.46,"GO terms - g:Profiler only (no BG)"
"GO:0006383",27,"GO:0006367",1.94607913660953,54,"transcription by RNA polymerase III","transcription initiation at RNA polymerase II promoter",0.877133084577114,0.58845,0.402,"GO terms - g:Profiler only (no BG)"
"GO:0046688",48,"GO:1901698",1.93040703493764,33,"response to copper ion","response to nitrogen compound",0.961757462686567,0.618090909090909,0.411,"GO terms - g:Profiler only (no BG)"
"GO:0031116",10,"GO:1902850",1.93040703493764,33,"positive regulation of microtubule polymerization","microtubule cytoskeleton organization involved in mitosis",0.849039800995025,0.2528,0.635,"GO terms - g:Profiler only (no BG)"
"GO:0060537",22,"GO:0007492",1.92793929495973,528,"muscle tissue development","endoderm development",0.972996268656716,0.4595,0.536,"GO terms - g:Profiler only (no BG)"
"GO:0048584",1,"GO:0048583",1.92069631677623,2522,"positive regulation of response to stimulus","regulation of response to stimulus",0.879807213930348,0.4,0.837,"GO terms - g:Profiler only (no BG)"
"GO:0031113",10,"GO:1902850",1.91637325459871,58,"regulation of microtubule polymerization","microtubule cytoskeleton organization involved in mitosis",0.857983830845771,0.23132,0.663,"GO terms - g:Profiler only (no BG)"
"GO:0009725",40,"GO:0030518",1.91590241968054,1030,"response to hormone","nuclear receptor-mediated steroid hormone signaling pathway",0.940177860696517,0.244055555555556,0.806,"GO terms - g:Profiler only (no BG)"
"GO:2000045",6,"GO:0007049",1.91574412757542,170,"regulation of G1/S transition of mitotic cell cycle","cell cycle",0.856441542288557,0.250138888888889,0.704,"GO terms - g:Profiler only (no BG)"
"GO:0033962",58,"GO:0044085",1.91537576708139,23,"P-body assembly","cellular component biogenesis",0.921273631840796,0.598272727272727,0.529,"GO terms - g:Profiler only (no BG)"
"GO:0033993",48,"GO:1901698",1.89828251029922,1165,"response to lipid","response to nitrogen compound",0.947339552238806,0.5235,0.574,"GO terms - g:Profiler only (no BG)"
"GO:0018205",8,"GO:0043412",1.8915630204907,141,"peptidyl-lysine modification","macromolecule modification",0.898708955223881,0.51572972972973,0.637,"GO terms - g:Profiler only (no BG)"
"GO:0097212",12,"GO:0071840",1.88891590917528,16,"lysosomal membrane organization","cellular component organization or biogenesis",0.92952736318408,0.662166666666667,0.335,"GO terms - g:Profiler only (no BG)"
"GO:0046686",48,"GO:1901698",1.88891590917528,56,"response to cadmium ion","response to nitrogen compound",0.961021144278607,0.611045454545455,0.42,"GO terms - g:Profiler only (no BG)"
"GO:0043201",48,"GO:1901698",1.88891590917528,16,"response to L-leucine","response to nitrogen compound",0.959884328358209,0.523409090909091,0.656,"GO terms - g:Profiler only (no BG)"
"GO:0000012",3,"GO:0006974",1.88891590917528,14,"single strand break repair","DNA damage response",0.848993781094527,0.456047619047619,0.633,"GO terms - g:Profiler only (no BG)"
"GO:0007020",10,"GO:1902850",1.88891590917528,38,"microtubule nucleation","microtubule cytoskeleton organization involved in mitosis",0.903549751243781,0.31632,0.643,"GO terms - g:Profiler only (no BG)"
"GO:0032239",30,"GO:0006405",1.88891590917528,19,"regulation of nucleobase-containing compound transport","RNA export from nucleus",0.922320895522388,0.2548,0.752,"GO terms - g:Profiler only (no BG)"
"GO:0051783",12,"GO:0071840",1.8840766448476,161,"regulation of nuclear division","cellular component organization or biogenesis",0.861629353233831,0.349083333333333,0.439,"GO terms - g:Profiler only (no BG)"
"GO:0009743",48,"GO:1901698",1.88340074171768,293,"response to carbohydrate","response to nitrogen compound",0.950462686567164,0.383636363636364,0.488,"GO terms - g:Profiler only (no BG)"
"GO:0007088",12,"GO:0071840",1.87999213314895,125,"regulation of mitotic nuclear division","cellular component organization or biogenesis",0.806641791044776,0.350083333333333,0.428,"GO terms - g:Profiler only (no BG)"
"GO:0046755",55,"GO:0019081",1.87834038743646,20,"viral budding","viral translation",0.992650497512438,0.343444444444444,0.664,"GO terms - g:Profiler only (no BG)"
"GO:0051784",12,"GO:0071840",1.87682827209023,77,"negative regulation of nuclear division","cellular component organization or biogenesis",0.84619776119403,0.371833333333333,0.409,"GO terms - g:Profiler only (no BG)"
"GO:0051306",6,"GO:0007049",1.87682827209023,67,"mitotic sister chromatid separation","cell cycle",0.837675373134328,0.289416666666667,0.668,"GO terms - g:Profiler only (no BG)"
"GO:0051170",2,"GO:0051179",1.87512722180146,191,"import into nucleus","localization",0.92681592039801,0.399216216216216,0.463,"GO terms - g:Profiler only (no BG)"
"GO:0043543",8,"GO:0043412",1.86241083663058,99,"protein acylation","macromolecule modification",0.901496268656716,0.541918918918919,0.621,"GO terms - g:Profiler only (no BG)"
"GO:0031401",31,"GO:0019538",1.83877435342325,785,"positive regulation of protein modification process","protein metabolic process",0.815402985074627,0.375,0.641,"GO terms - g:Profiler only (no BG)"
"GO:0060485",22,"GO:0007492",1.83741513619399,328,"mesenchyme development","endoderm development",0.970206467661691,0.376125,0.521,"GO terms - g:Profiler only (no BG)"
"GO:0036293",18,"GO:0009411",1.83670417151451,379,"response to decreased oxygen levels","response to UV",0.956503731343284,0.310357142857143,0.704,"GO terms - g:Profiler only (no BG)"
"GO:1902369",9,"GO:0009057",1.83572241703073,92,"negative regulation of RNA catabolic process","macromolecule catabolic process",0.81746144278607,0.26204347826087,0.714,"GO terms - g:Profiler only (no BG)"
"GO:0031468",34,"GO:0006997",1.82530448541959,22,"nuclear membrane reassembly","nucleus organization",0.915759950248756,0.3102,0.86,"GO terms - g:Profiler only (no BG)"
"GO:0016074",57,"GO:0033979",1.81774529797759,19,"sno(s)RNA metabolic process","box H/ACA sno(s)RNA metabolic process",0.90343407960199,0.5445,0.911,"GO terms - g:Profiler only (no BG)"
"GO:1904505",16,"GO:0051276",1.81774529797759,19,"regulation of telomere maintenance in response to DNA damage","chromosome organization",0.751364427860697,0.2604375,0.68,"GO terms - g:Profiler only (no BG)"
"GO:0010614",51,"GO:0010616",1.80638580738868,37,"negative regulation of cardiac muscle hypertrophy","negative regulation of cardiac muscle adaptation",0.893721393034826,0.193583333333333,0.785,"GO terms - g:Profiler only (no BG)"
"GO:0043330",48,"GO:1901698",1.80173886634781,61,"response to exogenous dsRNA","response to nitrogen compound",0.957230099502488,0.568545454545454,0.717,"GO terms - g:Profiler only (no BG)"
"GO:0061061",43,"GO:0061061",1.80173886634781,796,"muscle structure development","muscle structure development",0.974243781094527,0.412666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0051293",5,"GO:0050000",1.80173886634781,60,"establishment of spindle localization","chromosome localization",0.814779850746269,0.308130434782609,0.693,"GO terms - g:Profiler only (no BG)"
"GO:2000781",4,"GO:0006259",1.79173194099419,93,"positive regulation of double-strand break repair","DNA metabolic process",0.775405472636816,0.367047619047619,0.706,"GO terms - g:Profiler only (no BG)"
"GO:0007163",38,"GO:0030010",1.78693485366036,243,"establishment or maintenance of cell polarity","establishment of cell polarity",0.98009328358209,0.36525,0.97,"GO terms - g:Profiler only (no BG)"
"GO:0045347",7,"GO:0048523",1.78560891204194,5,"negative regulation of MHC class II biosynthetic process","negative regulation of cellular process",0.874575870646766,0.593071428571429,0.347,"GO terms - g:Profiler only (no BG)"
"GO:0010835",53,"GO:1905216",1.78560891204194,9,"regulation of protein ADP-ribosylation","positive regulation of RNA binding",0.967963930348259,0.572222222222222,0.374,"GO terms - g:Profiler only (no BG)"
"GO:1902527",8,"GO:0043412",1.78560891204194,5,"positive regulation of protein monoubiquitination","macromolecule modification",0.868526119402985,0.520108108108108,0.472,"GO terms - g:Profiler only (no BG)"
"GO:1990173",29,"GO:0033036",1.78560891204194,6,"protein localization to nucleoplasm","macromolecule localization",0.944554726368159,0.498541666666667,0.486,"GO terms - g:Profiler only (no BG)"
"GO:0044087",58,"GO:0044085",1.78560891204194,1118,"regulation of cellular component biogenesis","cellular component biogenesis",0.871587064676617,0.46,0.81,"GO terms - g:Profiler only (no BG)"
"GO:1902292",4,"GO:0006259",1.78560891204194,5,"cell cycle DNA replication initiation","DNA metabolic process",0.826727611940299,0.425547619047619,0.551,"GO terms - g:Profiler only (no BG)"
"GO:1902315",4,"GO:0006259",1.78560891204194,5,"nuclear cell cycle DNA replication initiation","DNA metabolic process",0.826690298507463,0.424833333333333,0.551,"GO terms - g:Profiler only (no BG)"
"GO:1902975",4,"GO:0006259",1.78560891204194,5,"mitotic DNA replication initiation","DNA metabolic process",0.821669154228856,0.422404761904762,0.551,"GO terms - g:Profiler only (no BG)"
"GO:0002182",21,"GO:0001732",1.78560891204194,5,"cytoplasmic translational elongation","formation of cytoplasmic translation initiation complex",0.905164179104478,0.421666666666667,0.673,"GO terms - g:Profiler only (no BG)"
"GO:0051664",34,"GO:0006997",1.78560891204194,5,"nuclear pore localization","nucleus organization",0.899597014925373,0.412,0.784,"GO terms - g:Profiler only (no BG)"
"GO:0030951",38,"GO:0030010",1.78560891204194,5,"establishment or maintenance of microtubule cytoskeleton polarity","establishment of cell polarity",0.921568407960199,0.37375,0.756,"GO terms - g:Profiler only (no BG)"
"GO:0071333",48,"GO:1901698",1.78560891204194,192,"cellular response to glucose stimulus","response to nitrogen compound",0.929019900497512,0.3655,0.469,"GO terms - g:Profiler only (no BG)"
"GO:0090166",67,"GO:0090166",1.78560891204194,6,"Golgi disassembly","Golgi disassembly",0.92573631840796,0.364666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:1905133",6,"GO:0007049",1.78560891204194,5,"negative regulation of meiotic chromosome separation","cell cycle",0.827398009950249,0.325736111111111,0.529,"GO terms - g:Profiler only (no BG)"
"GO:1902103",6,"GO:0007049",1.78560891204194,5,"negative regulation of metaphase/anaphase transition of meiotic cell cycle","cell cycle",0.812019900497512,0.294125,0.529,"GO terms - g:Profiler only (no BG)"
"GO:1903050",32,"GO:0010498",1.78560891204194,233,"regulation of proteolysis involved in protein catabolic process","proteasomal protein catabolic process",0.843072139303483,0.284909090909091,0.822,"GO terms - g:Profiler only (no BG)"
"GO:0097190",33,"GO:0012501",1.78497968840429,682,"apoptotic signaling pathway","programmed cell death",0.892690298507463,0.295428571428571,0.816,"GO terms - g:Profiler only (no BG)"
"GO:0046785",10,"GO:1902850",1.78181479559386,95,"microtubule polymerization","microtubule cytoskeleton organization involved in mitosis",0.897057213930348,0.28044,0.69,"GO terms - g:Profiler only (no BG)"
"GO:0008284",45,"GO:0008283",1.7755446763841,1039,"positive regulation of cell population proliferation","cell population proliferation",0.910592039800995,0.439375,0.863,"GO terms - g:Profiler only (no BG)"
"GO:0016049",17,"GO:0001558",1.76243438891348,557,"cell growth","regulation of cell growth",0.98078855721393,0.30725,0.972,"GO terms - g:Profiler only (no BG)"
"GO:0048511",44,"GO:0007623",1.76208657171758,364,"rhythmic process","circadian rhythm",0.996598258706468,0.31625,0.971,"GO terms - g:Profiler only (no BG)"
"GO:0006400",15,"GO:0006139",1.76091283787127,90,"tRNA modification","nucleobase-containing compound metabolic process",0.844191542288557,0.497451612903226,0.463,"GO terms - g:Profiler only (no BG)"
"GO:1902808",6,"GO:0007049",1.75950974957536,65,"positive regulation of cell cycle G1/S phase transition","cell cycle",0.853541044776119,0.304944444444444,0.644,"GO terms - g:Profiler only (no BG)"
"GO:0002886",24,"GO:0002372",1.75950974957536,75,"regulation of myeloid leukocyte mediated immunity","myeloid dendritic cell cytokine production",0.951238805970149,0.300466666666667,0.765,"GO terms - g:Profiler only (no BG)"
"GO:0043009",20,"GO:0009790",1.75329871266238,884,"chordate embryonic development","embryo development",0.962116915422886,0.318125,0.902,"GO terms - g:Profiler only (no BG)"
